Token	Count	Frequency
u9	0	0.0
ua	1362	0.0015300156034630927
ub	950	0.0010671915002128766
uc	1874	0.0021051756541041375
ud	921	0.0010346140754695361
ue	1458	0.0016378581129582886
uf	139	1.5614696687325246E-4
ug	1122	0.0012604093297251028
uh	20	2.2467189478165824E-5
ui	956	0.0010739316570563264
uj	13	1.4603673160807785E-5
uk	53	5.953805211713943E-5
ul	2863	0.0032161781737994376
um	1524	0.0017119998382362357
un	3506	0.003938498315522469
uo	100	1.1233594739082912E-4
up	1223	0.0013738686365898402
uq	4	4.493437895633165E-6
ur	4463	0.0050135533320527035
us	4259	0.0047843879993754125
ut	3360	0.0037744878323318584
uu	31	3.4824143691157027E-5
uv	32	3.594750316506532E-5
uw	7	7.863516317358038E-6
ux	35	3.931758158679019E-5
uy	38	4.2687660008515065E-5
uz	18	2.022047053034924E-5
v0	0	0.0
v1	2	2.2467189478165824E-6
v2	0	0.0
v3	0	0.0
v4	1	1.1233594739082912E-6
v5	0	0.0
v6	1	1.1233594739082912E-6
v7	0	0.0
v8	0	0.0
v9	1	1.1233594739082912E-6
va	1268	0.0014244198129157132
vb	0	0.0
vc	0	0.0
vd	1	1.1233594739082912E-6
ve	7333	0.0082375950221695
vf	0	0.0
vg	0	0.0
vh	0	0.0
vi	2380	0.002673595547901733
vj	0	0.0
vk	0	0.0
vl	4	4.493437895633165E-6
vm	3	3.3700784217248735E-6
vn	8	8.98687579126633E-6
vo	600	6.740156843449747E-4
vp	0	0.0
vq	0	0.0
vr	16	1.797375158253266E-5
vs	12	1.3480313686899494E-5
vt	1	1.1233594739082912E-6
vu	41	4.605773843023994E-5
vv	0	0.0
vw	0	0.0
vx	0	0.0
vy	67	7.526508475185551E-5
vz	1	1.1233594739082912E-6
w0	0	0.0
w1	0	0.0
w2	0	0.0
w3	0	0.0
w4	0	0.0
w5	0	0.0
w6	0	0.0
w7	0	0.0
w8	0	0.0
w9	0	0.0
wa	3310	0.003718319858636444
wb	13	1.4603673160807785E-5
wc	7	7.863516317358038E-6
wd	26	2.920734632161557E-5
we	2808	0.0031543934027344817
wf	7	7.863516317358038E-6
wg	1	1.1233594739082912E-6
wh	2065	0.0023197373136206213
wi	2897	0.0032543723959123196
wj	0	0.0
wk	21	2.3590548952074115E-5
wl	114	1.280629800255452E-4
wm	5	5.616797369541456E-6
wn	855	9.604723501915889E-4
wo	1950	0.0021905509741211677
wp	11	1.2356954212991203E-5
wq	0	0.0
wr	254	2.8533330637270593E-4
ws	319	3.583516721767449E-4
wt	47	5.2797895273689685E-5
wu	6	6.740156843449747E-6
wv	0	0.0
ww	5	5.616797369541456E-6
wx	0	0.0
wy	20	2.2467189478165824E-5
wz	0	0.0
x0	0	0.0
x1	0	0.0
x2	0	0.0
x3	0	0.0
x4	0	0.0
x5	0	0.0
x6	0	0.0
x7	0	0.0
x8	0	0.0
x9	0	0.0
xa	296	3.325144042768542E-4
xb	0	0.0
xc	193	2.1680837846430018E-4
xd	2	2.2467189478165824E-6
xe	196	2.2017845688602507E-4
xf	14	1.5727032634716077E-5
xg	0	0.0
xh	45	5.05511763258731E-5
xi	398	4.4709707061549986E-4
xj	0	0.0
xk	0	0.0
xl	4	4.493437895633165E-6
xm	1	1.1233594739082912E-6
xn	0	0.0
xo	33	3.707086263897361E-5
xp	510	5.729133316932285E-4
xq	0	0.0
xr	0	0.0
xs	2	2.2467189478165824E-6
xt	392	4.4035691377205014E-4
xu	39	4.3811019482423356E-5
xv	1	1.1233594739082912E-6
xw	1	1.1233594739082912E-6
xx	0	0.0
xy	36	4.044094106069848E-5
xz	0	0.0
y0	0	0.0
y1	0	0.0
y2	0	0.0
y3	0	0.0
y4	0	0.0
y5	0	0.0
y6	0	0.0
y7	0	0.0
y8	0	0.0
y9	0	0.0
ya	215	2.415222868902826E-4
yb	49	5.504461422150627E-5
yc	125	1.4041993423853638E-4
yd	108	1.2132282318209545E-4
ye	845	9.49238755452506E-4
yf	5	5.616797369541456E-6
yg	32	3.594750316506532E-5
yh	8	8.98687579126633E-6
yi	249	2.797165090031645E-4
yj	1	1.1233594739082912E-6
yk	3	3.3700784217248735E-6
yl	213	2.39275567942466E-4
ym	211	2.3702884899464943E-4
yn	187	2.1006822162085044E-4
yo	288	3.2352752848558786E-4
yp	345	3.8755901849836044E-4
yq	0	0.0
yr	111	1.246929016038203E-4
ys	886	9.95296493882746E-4
yt	129	1.4491337213416955E-4
yu	16	1.797375158253266E-5
yv	2	2.2467189478165824E-6
yw	29	3.2577424743340444E-5
yx	0	0.0
yy	3	3.3700784217248735E-6
yz	14	1.5727032634716077E-5
z0	0	0.0
z1	0	0.0
z2	0	0.0
z3	0	0.0
z4	0	0.0
z5	0	0.0
z6	0	0.0
z7	0	0.0
z8	0	0.0
z9	0	0.0
za	220	2.4713908425982406E-4
zb	2	2.2467189478165824E-6
zc	2	2.2467189478165824E-6
zd	3	3.3700784217248735E-6
ze	497	5.583096585324208E-4
zf	0	0.0
zg	4	4.493437895633165E-6
zh	9	1.011023526517462E-5
zi	136	1.527768884515276E-4
zj	0	0.0
zk	4	4.493437895633165E-6
zl	10	1.1233594739082912E-5
zm	3	3.3700784217248735E-6
zn	3	3.3700784217248735E-6
zo	78	8.762203896484671E-5
zp	2	2.2467189478165824E-6
zq	0	0.0
zr	5	5.616797369541456E-6
zs	1	1.1233594739082912E-6
zt	7	7.863516317358038E-6
zu	10	1.1233594739082912E-5
zv	5	5.616797369541456E-6
zw	0	0.0
zx	0	0.0
zy	16	1.797375158253266E-5
zz	46	5.1674535799781394E-5
